"assignment","code","state","description","observations","unit","equipmentType","equipmentBrand"
"46800","U070312462225","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","","UND","SILLA","GEMPLAST"
"46800","U070312462226","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","","UND","SILLA","GEMPLAST"
"46800","U070312462227","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462228","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","","UND","SILLA","GEMPLAST"
"46800","U070312462229","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462231","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462232","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462233","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462235","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462237","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462238","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462239","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","","UND","SILLA","GEMPLAST"
"46800","U070312462240","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U070312462241","BUENO","SILLA SILLA PLASTICA SIN BRAZOS COLOR BEIGE MARCA GEMPLAST","Movido al 232-10","UND","SILLA","GEMPLAST"
"46800","U141913440230","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440234","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440236","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440257","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440259","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440261","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440262","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440263","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440264","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440283","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440307","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440308","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440320","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440321","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440325","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141913440338","BUENO","MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.","","UND","MESA",
"46800","U141920111947","BUENO","ACONDICIONADOR DE AIRE AIRE ACONDICIONADO TIPO SPLIT W. WESTINGHOUSE DE 36000BTU","","UND","AIRE ACONDICIONADO","WESTINGHOUSE"
"46800","U141920111948","BUENO","ACONDICIONADOR DE AIRE AIRE ACONDICIONADO TIPO SPLIT W. WESTINGHOUSE DE 36000BTU","","UND","AIRE ACONDICIONADO","WESTINGHOUSE"
"46800","U141921712801","BUENO","ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA","","UND","ESTABILIZADOR","ATOMLUX"
"46800","U141921712842","REGULAR","ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA","","UND","ESTABILIZADOR","ATOMLUX"
"46800","U141921713359","BUENO","ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.","","UND","ESTABILIZADOR","ATOMLUX"
"46800","U141921713392","BUENO","ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.","","UND","ESTABILIZADOR","ATOMLUX"
"46800","U141923910968","BUENO","VENTILADOR DE TECHO.","","PZA","VENTILADOR",
"46800","U141923910969","BUENO","VENTILADOR DE TECHO.","No gira","PZA","VENTILADOR",
"46800","U141923910970","BUENO","VENTILADOR DE TECHO.","","PZA","VENTILADOR",
"46800","U141924112753","BUENO","CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.","","UND","CPU","HP"
"46800","U141924112763","BUENO","CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.","","UND","CPU","HP"
"46800","U141924112779","BUENO","CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.","Movido al 236-44","UND","CPU","HP"
"46800","U141924112797","BUENO","CPU (EQPO. COMPUTACION) CPU MARCA: HP, MODELO: DC-3000, P/ INTEL CORE 2 DUO, DE 2.93 GHZ, T/MADRE CHIPSET G45, VIDEO INTEGRADO, RAM 2GB, CARD READER, D/ DURO DE 320 GB, LECTOR Y GRABADOR DE DVD, RED GIGABIT.","Movido al 232-12","UND","CPU","HP"
"46800","U141924212737","BUENO","MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" HP","Movido al 232-12","UND","MONITOR","HP"
"46800","U141924440024","BUENO","RACK (P/EQ.COMPUT.) METALICO DE COLOR NEGRO.","","PZA","RACK",
"46800","U141968110405","BUENO","CAMARA DE VIGILANCIA CAMARA IR DOMO ANTIVANDALISMO DE 700 TVL.","","UND","CAMARA",
"46800","U141971010817","REGULAR","RETROPROYECTOR - PROYECTOR PROYECTOR MULTIMEDIA, MARCA EPSON - MODELO: 83 + 2200 LUMENES.","Movido al 236-47","UND","PROYECTOR","EPSON"
"46800","U141971011207","REGULAR","RETROPROYECTOR - PROYECTOR PROYECTOR MULTIMEDIA EPSON MODELO BRIGHLINK 455WI+","","UND","PROYECTOR","EPSON"
"46800","U144712462067","BUENO","SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST","Movido al 232-10","UND","SILLA","GENPLAST"
"46800","U144712462070","BUENO","SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST","Movido al 232-10","UND","SILLA","GENPLAST"
"46800","U144712462071","BUENO","SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST","Movido al 232-10. 
Asig. 53176 (Ing. Parrado)","UND","SILLA","GENPLAST"
"46800","U144712462078","BUENO","SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST","Movido al 232-10","UND","SILLA","GENPLAST"
"46800","U144712462092","BUENO","SILLA SILLA PLASTICA SIN BRAZOS MARCA GENPLAST","Movido al 232-10","UND","SILLA","GENPLAST"
"46800","U147168110454","BUENO","CAMARA DE VIGILANCIA CAMARA DE VIGILANCIA DE 700 TVL*510 H 492 PIXEL 1/3 CCD CHIP SONY","","UND","CAMARA","SONY"
"46804","U147160290041","BUENO","ANTENA ANTENA UBIQUITI AIRGRID AG-HP-5G23 23DBI, CON PROTECTOR DE LINEA UBIQUITI ETH-SP","","UND","ANTENA","HP"
"46804","U147160290042","BUENO","ANTENA ANTENA UBIQUITI AIRGRID AG-HP-5G23 23DBI, CON PROTECTOR DE LINEA UBIQUITI ETH-SP","","UND","ANTENA","HP"
"46804","U147160290043","BUENO","ANTENA TORRE ARRIOSTRADA MOVIBLE DE 3 METROS, DE 35 X 35CM DE ANCHO","","UND","ANTENA",
"46804","U147167011133","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4","","UND","ROUTER","MIKROTIK"
"46804","U147167011134","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4","Movido al 236-41","UND","ROUTER","MIKROTIK"
"46804","U147167011135","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4","Movido al 236-Mantenimiento","UND","ROUTER","MIKROTIK"
"46804","U147167011136","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 951UI-2HND L4","","UND","ROUTER","MIKROTIK"
"46804","U147167011137","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE)","","UND","ROUTER","MIKROTIK"
"46804","U147167011138","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE)","","UND","ROUTER","MIKROTIK"
"46804","U147167011139","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE)","","UND","ROUTER","MIKROTIK"
"46804","U147167011140","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE)","","UND","ROUTER","MIKROTIK"
"46804","U147167011141","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE)","","UND","ROUTER","MIKROTIK"
"46804","U147167011142","BUENO","EQUIPO PARA REDES MIKROTIK ROUTER BOARD RB 941-2ND-TC L4 (HAP LITE)","","UND","ROUTER","MIKROTIK"
"46804","U147167011143","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2","","UND","AIRMAX","UBIQUITI"
"46804","U147167011144","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2","","UND","AIRMAX","UBIQUITI"
"46804","U147167011145","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2","","UND","AIRMAX","UBIQUITI"
"46804","U147167011146","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM2","","UND","AIRMAX","UBIQUITI"
"46804","U147167011148","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","","UND","AIRMAX","UBIQUITI"
"46804","U147167011149","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","Boton reset dañado, solución reset mediante PoE","UND","AIRMAX","UBIQUITI"
"46804","U147167011150","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","","UND","AIRMAX","UBIQUITI"
"46804","U147167011151","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","Boton reset dañado, solución reset mediante PoE","UND","AIRMAX","UBIQUITI"
"46804","U147167011152","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","","UND","AIRMAX","UBIQUITI"
"46804","U147167011153","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","","UND","AIRMAX","UBIQUITI"
"46804","U147167011154","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","","UND","AIRMAX","UBIQUITI"
"46804","U147167011155","BUENO","EQUIPO PARA REDES UBIQUITI AIRMAX NANOSTATION LOCOM5","Boton reset dañado, solución reset mediante PoE","UND","AIRMAX","UBIQUITI"
"46816","U147170696483","BUENO","PIZARRA ACRILICA PIZARRA ACRILICA CON MARCO DE ALUMINIO DE 200X120 CM.","","UND","PIZARRA",
"46816","U147170696484","BUENO","PIZARRA ACRILICA PIZARRA ACRILICA CON MARCO DE ALUMINIO DE 200X120 CM.","Movido al 232-09","UND","PIZARRA",
"55769","U147167011393","BUENO","EQUIPO PARA REDES ROUTER ZYXEL MODELO AMG 1302-T10B","","UND","ROUTER","ZYXEL"
"55769","U147167011394","BUENO","EQUIPO PARA REDES ROUTER ZOOM MODELO ADSL X7N - 5790","","UND","ROUTER","ZOOM"
"55769","U147167011395","BUENO","EQUIPO PARA REDES ROUTER ZOOM MODELO ADSL X7N - 5790","","UND","ROUTER","ZOOM"
"60325","U147150610201","BUENO","INSTRUMENTOS DE MEDICION PROGRAMADOR DE DISPOSITIVO MARCA BKPRECISION .","Movido al 232-12","UND",,
"60325","U147167011521","BUENO","EQUIPO PARA REDES SWICTH Y ACCESS POINT CAPA3 MARCA: MIKROTIK MODELO:CRS109-8G-1S-2HND-IN 8 PUERTO","Incluye 2 adaptadores","UND","ACCESS POINT","MIKROTIK"
"60325","U147167011522","BUENO","EQUIPO PARA REDES SWICTH Y ACCESS POINT CAPA3 MARCA: MIKROTIK MODELO:CRS109-8G-1S-2HND-IN 8 PUERTO","Incluye 2 adaptadores","UND","ACCESS POINT","MIKROTIK"
